FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
64,"CD305, Brooklyn",65,17,458,37,9,586,3.2,0.7,1.2,1.6,1.6,1.3
54,"CD306, Brooklyn",31,113,803,50,2,999,1.5,4.4,2.2,2.1,0.4,2.3
9,"CD307, Brooklyn",34,67,560,45,4,710,1.7,2.6,1.5,1.9,0.7,1.6
55,"CD308, Brooklyn",26,62,369,19,9,485,1.3,2.4,1.0,0.8,1.6,1.1
16,"CD309, Brooklyn",23,31,277,5,2,338,1.1,1.2,0.8,0.2,0.4,0.8
10,"CD310, Brooklyn",16,31,422,34,12,515,0.8,1.2,1.1,1.5,2.2,1.2
1,"CD311, Brooklyn",36,38,473,30,9,586,1.8,1.5,1.3,1.3,1.6,1.3
11,"CD312, Brooklyn",54,102,471,29,26,682,2.6,4.0,1.3,1.2,4.7,1.5
7,"CD313, Brooklyn",29,23,291,28,2,373,1.4,0.9,0.8,1.2,0.4,0.8
5,"CD314, Brooklyn",22,36,350,25,27,460,1.1,1.4,0.9,1.1,4.8,1.0
8,"CD315, Brooklyn",44,65,411,23,12,555,2.1,2.5,1.1,1.0,2.2,1.3
15,"CD316, Brooklyn",19,12,247,10,6,294,0.9,0.5,0.7,0.4,1.1,0.7
17,"CD317, Brooklyn",34,32,314,16,15,411,1.7,1.2,0.9,0.7,2.7,0.9
39,"CD318, Brooklyn",13,37,394,9,3,456,0.6,1.4,1.1,0.4,0.5,1.0
56,"CD355, Brooklyn",0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",60,68,691,63,19,901,2.9,2.6,1.9,2.7,3.4,2.0
26,"CD402, Queens",97,32,509,53,8,699,4.7,1.2,1.4,2.3,1.4,1.6
68,"CD403, Queens",26,29,270,21,11,357,1.3,1.1,0.7,0.9,2.0,0.8
27,"CD404, Queens",60,27,266,17,5,375,2.9,1.1,0.7,0.7,0.9,0.8
28,"CD405, Queens",21,49,438,25,5,538,1.0,1.9,1.2,1.1,0.9,1.2
37,"CD406, Queens",8,37,378,17,3,443,0.4,1.4,1.0,0.7,0.5,1.0
49,"CD407, Queens",109,105,743,45,27,1029,5.3,4.1,2.0,1.9,4.8,2.3
46,"CD408, Queens",32,72,379,57,17,557,1.6,2.8,1.0,2.4,3.1,1.3
65,"CD409, Queens",3,33,281,12,12,341,0.1,1.3,0.8,0.5,2.2,0.8
61,"CD410, Queens",14,38,286,17,5,360,0.7,1.5,0.8,0.7,0.9,0.8
47,"CD411, Queens",55,97,383,17,17,569,2.7,3.8,1.0,0.7,3.1,1.3
3,"CD412, Queens",56,80,542,45,15,738,2.7,3.1,1.5,1.9,2.7,1.7
66,"CD413, Queens",15,60,448,10,5,538,0.7,2.3,1.2,0.4,0.9,1.2
57,"CD414, Queens",53,35,469,13,12,582,2.6,1.4,1.3,0.6,2.2,1.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",0,0,10,6,0,16,0.0,0.0,0.0,0.3,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",72,43,504,20,27,666,3.5,1.7,1.4,0.9,4.8,1.5
34,"CD502, Staten Island",94,52,398,13,21,578,4.6,2.0,1.1,0.6,3.8,1.3
35,"CD503, Staten Island",147,41,323,23,29,563,7.2,1.6,0.9,1.0,5.2,1.3
12,"CD595, Staten Island",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,
