FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
54,"CD306, Brooklyn",33,103,914,6,25,1081,1.7,5.2,2.8,1.1,5.0,2.8
9,"CD307, Brooklyn",22,47,528,4,6,607,1.1,2.4,1.6,0.7,1.2,1.6
55,"CD308, Brooklyn",13,34,356,3,1,407,0.7,1.7,1.1,0.5,0.2,1.1
16,"CD309, Brooklyn",27,15,239,4,14,299,1.4,0.8,0.7,0.7,2.8,0.8
10,"CD310, Brooklyn",6,19,304,12,2,343,0.3,1.0,0.9,2.2,0.4,0.9
1,"CD311, Brooklyn",16,30,275,5,6,332,0.8,1.5,0.8,0.9,1.2,0.9
11,"CD312, Brooklyn",39,60,410,1,22,532,2.0,3.0,1.2,0.2,4.4,1.4
7,"CD313, Brooklyn",34,14,283,4,6,341,1.7,0.7,0.9,0.7,1.2,0.9
5,"CD314, Brooklyn",24,17,343,8,9,401,1.2,0.9,1.0,1.4,1.8,1.1
8,"CD315, Brooklyn",28,61,342,3,4,438,1.4,3.1,1.0,0.5,0.8,1.2
15,"CD316, Brooklyn",18,8,247,4,8,285,0.9,0.4,0.7,0.7,1.6,0.8
17,"CD317, Brooklyn",57,9,323,1,26,416,2.9,0.5,1.0,0.2,5.2,1.1
39,"CD318, Brooklyn",5,32,406,1,6,450,0.3,1.6,1.2,0.2,1.2,1.2
56,"CD355, Brooklyn",0,0,5,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",52,57,639,14,21,783,2.6,2.9,1.9,2.5,4.2,2.1
26,"CD402, Queens",46,28,513,13,16,616,2.3,1.4,1.6,2.4,3.2,1.6
68,"CD403, Queens",17,25,269,2,6,319,0.9,1.3,0.8,0.4,1.2,0.8
27,"CD404, Queens",32,26,228,1,9,296,1.6,1.3,0.7,0.2,1.8,0.8
28,"CD405, Queens",22,45,378,4,1,450,1.1,2.3,1.1,0.7,0.2,1.2
37,"CD406, Queens",13,23,335,3,5,379,0.7,1.2,1.0,0.5,1.0,1.0
49,"CD407, Queens",128,76,757,15,16,992,6.4,3.9,2.3,2.7,3.2,2.6
46,"CD408, Queens",15,51,362,4,12,444,0.8,2.6,1.1,0.7,2.4,1.2
65,"CD409, Queens",12,23,284,4,4,327,0.6,1.2,0.9,0.7,0.8,0.9
61,"CD410, Queens",37,36,271,0,4,348,1.9,1.8,0.8,0.0,0.8,0.9
47,"CD411, Queens",48,65,426,10,10,559,2.4,3.3,1.3,1.8,2.0,1.5
3,"CD412, Queens",62,56,669,7,14,808,3.1,2.8,2.0,1.3,2.8,2.1
66,"CD413, Queens",24,60,483,4,4,575,1.2,3.0,1.5,0.7,0.8,1.5
57,"CD414, Queens",84,22,364,4,3,477,4.2,1.1,1.1,0.7,0.6,1.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",0,0,7,1,0,8,0.0,0.0,0.0,0.2,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",106,34,531,10,18,699,5.3,1.7,1.6,1.8,3.6,1.8
34,"CD502, Staten Island",124,36,467,2,30,659,6.2,1.8,1.4,0.4,6.0,1.7
35,"CD503, Staten Island",233,38,436,7,18,732,11.7,1.9,1.3,1.3,3.6,1.9
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
