FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
52,"CD228, Bronx",0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",219,198,1517,509,63,2506,5.5,4.3,2.4,4.2,5.6,2.9
6,"CD302, Brooklyn",90,185,1794,450,14,2533,2.3,4.0,2.8,3.7,1.2,3.0
14,"CD303, Brooklyn",160,183,1120,295,19,1777,4.0,4.0,1.8,2.4,1.7,2.1
22,"CD304, Brooklyn",98,91,857,200,50,1296,2.5,2.0,1.4,1.6,4.4,1.5
64,"CD305, Brooklyn",113,43,852,196,10,1214,2.9,0.9,1.3,1.6,0.9,1.4
54,"CD306, Brooklyn",111,194,1375,311,12,2003,2.8,4.2,2.2,2.6,1.1,2.3
9,"CD307, Brooklyn",50,128,909,120,14,1221,1.3,2.8,1.4,1.0,1.2,1.4
55,"CD308, Brooklyn",49,117,744,171,10,1091,1.2,2.5,1.2,1.4,0.9,1.3
16,"CD309, Brooklyn",38,32,505,87,18,680,1.0,0.7,0.8,0.7,1.6,0.8
10,"CD310, Brooklyn",20,59,715,101,5,900,0.5,1.3,1.1,0.8,0.4,1.1
1,"CD311, Brooklyn",40,70,713,70,19,912,1.0,1.5,1.1,0.6,1.7,1.1
11,"CD312, Brooklyn",115,170,657,173,47,1162,2.9,3.7,1.0,1.4,4.2,1.4
7,"CD313, Brooklyn",34,21,446,122,13,636,0.9,0.5,0.7,1.0,1.2,0.7
5,"CD314, Brooklyn",44,43,679,121,11,898,1.1,0.9,1.1,1.0,1.0,1.1
8,"CD315, Brooklyn",81,106,834,137,28,1186,2.0,2.3,1.3,1.1,2.5,1.4
15,"CD316, Brooklyn",34,30,420,86,4,574,0.9,0.6,0.7,0.7,0.4,0.7
17,"CD317, Brooklyn",49,46,427,101,15,638,1.2,1.0,0.7,0.8,1.3,0.7
39,"CD318, Brooklyn",25,43,626,57,5,756,0.6,0.9,1.0,0.5,0.4,0.9
56,"CD355, Brooklyn",0,0,6,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",106,127,1068,312,40,1653,2.7,2.7,1.7,2.6,3.5,1.9
26,"CD402, Queens",103,62,964,290,17,1436,2.6,1.3,1.5,2.4,1.5,1.7
68,"CD403, Queens",27,66,583,109,8,793,0.7,1.4,0.9,0.9,0.7,0.9
27,"CD404, Queens",72,47,552,107,35,813,1.8,1.0,0.9,0.9,3.1,1.0
28,"CD405, Queens",28,81,881,87,20,1097,0.7,1.8,1.4,0.7,1.8,1.3
37,"CD406, Queens",18,45,557,105,2,727,0.5,1.0,0.9,0.9,0.2,0.9
49,"CD407, Queens",269,209,1400,208,114,2200,6.8,4.5,2.2,1.7,10.1,2.6
46,"CD408, Queens",55,107,594,86,12,854,1.4,2.3,0.9,0.7,1.1,1.0
65,"CD409, Queens",17,46,538,63,6,670,0.4,1.0,0.8,0.5,0.5,0.8
61,"CD410, Queens",29,71,608,60,15,783,0.7,1.5,1.0,0.5,1.3,0.9
47,"CD411, Queens",127,112,674,73,31,1017,3.2,2.4,1.1,0.6,2.8,1.2
3,"CD412, Queens",86,107,1024,164,20,1401,2.2,2.3,1.6,1.4,1.8,1.6
66,"CD413, Queens",36,94,839,77,17,1063,0.9,2.0,1.3,0.6,1.5,1.2
57,"CD414, Queens",173,124,1439,158,37,1931,4.4,2.7,2.3,1.3,3.3,2.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",4,2,12,5,1,24,0.1,0.0,0.0,0.0,0.1,0.0
38,"CD482, Queens",0,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",156,65,766,112,42,1141,3.9,1.4,1.2,0.9,3.7,1.3
34,"CD502, Staten Island",257,85,783,82,80,1287,6.5,1.8,1.2,0.7,7.1,1.5
35,"CD503, Staten Island",302,65,622,45,49,1083,7.6,1.4,1.0,0.4,4.3,1.3
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
