FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
37,"CD406, Queens",29,63,823,167,12,1094,0.5,0.9,0.9,0.9,0.7,0.8
49,"CD407, Queens",407,332,2205,301,140,3385,6.6,4.7,2.3,1.6,8.1,2.6
46,"CD408, Queens",88,169,866,152,20,1295,1.4,2.4,0.9,0.8,1.2,1.0
65,"CD409, Queens",27,73,808,97,9,1014,0.4,1.0,0.8,0.5,0.5,0.8
61,"CD410, Queens",63,109,971,87,25,1255,1.0,1.6,1.0,0.5,1.5,1.0
47,"CD411, Queens",183,204,1058,113,48,1606,3.0,2.9,1.1,0.6,2.8,1.2
3,"CD412, Queens",127,172,1528,249,43,2119,2.1,2.5,1.6,1.3,2.5,1.6
66,"CD413, Queens",63,143,1250,124,23,1603,1.0,2.0,1.3,0.7,1.3,1.2
57,"CD414, Queens",281,162,2035,242,49,2769,4.6,2.3,2.1,1.3,2.8,2.1
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",5,2,34,23,1,65,0.1,0.0,0.0,0.1,0.1,0.1
38,"CD482, Queens",0,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",218,94,1168,152,71,1703,3.5,1.3,1.2,0.8,4.1,1.3
34,"CD502, Staten Island",356,128,1174,115,132,1905,5.8,1.8,1.2,0.6,7.7,1.5
35,"CD503, Staten Island",426,101,969,73,72,1641,6.9,1.4,1.0,0.4,4.2,1.3
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
