FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
62,"CD205, Bronx",15,6,275,6,7,309,0.8,0.3,0.8,0.3,1.6,0.8
63,"CD206, Bronx",23,6,229,12,7,277,1.2,0.3,0.7,0.7,1.6,0.7
36,"CD207, Bronx",18,8,209,7,15,257,1.0,0.4,0.6,0.4,3.5,0.6
24,"CD208, Bronx",16,9,210,11,1,247,0.9,0.5,0.6,0.6,0.2,0.6
45,"CD209, Bronx",13,13,335,33,3,397,0.7,0.7,1.0,1.9,0.7,1.0
59,"CD210, Bronx",11,14,248,12,0,285,0.6,0.7,0.7,0.7,0.0,0.7
50,"CD211, Bronx",12,14,201,8,1,236,0.6,0.7,0.6,0.5,0.2,0.6
58,"CD212, Bronx",23,16,285,5,12,341,1.2,0.8,0.8,0.3,2.8,0.9
33,"CD226, Bronx",1,0,2,0,0,3,0.1,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",76,89,969,48,11,1193,4.1,4.5,2.9,2.7,2.5,3.0
6,"CD302, Brooklyn",44,62,1113,80,14,1313,2.4,3.1,3.3,4.6,3.2,3.3
14,"CD303, Brooklyn",55,83,633,46,15,832,3.0,4.2,1.9,2.6,3.5,2.1
22,"CD304, Brooklyn",27,34,432,11,5,509,1.5,1.7,1.3,0.6,1.2,1.3
64,"CD305, Brooklyn",45,15,401,36,7,504,2.4,0.8,1.2,2.1,1.6,1.3
54,"CD306, Brooklyn",31,71,707,23,7,839,1.7,3.6,2.1,1.3,1.6,2.1
9,"CD307, Brooklyn",36,45,394,15,2,492,1.9,2.3,1.2,0.9,0.5,1.2
55,"CD308, Brooklyn",10,36,326,10,3,385,0.5,1.8,1.0,0.6,0.7,1.0
16,"CD309, Brooklyn",20,23,232,15,4,294,1.1,1.2,0.7,0.9,0.9,0.7
10,"CD310, Brooklyn",12,24,325,21,2,384,0.6,1.2,1.0,1.2,0.5,1.0
1,"CD311, Brooklyn",23,28,339,10,1,401,1.2,1.4,1.0,0.6,0.2,1.0
11,"CD312, Brooklyn",48,71,367,13,13,512,2.6,3.6,1.1,0.7,3.0,1.3
7,"CD313, Brooklyn",22,15,333,21,1,392,1.2,0.8,1.0,1.2,0.2,1.0
5,"CD314, Brooklyn",11,27,306,18,11,373,0.6,1.4,0.9,1.0,2.5,0.9
8,"CD315, Brooklyn",28,50,337,16,9,440,1.5,2.5,1.0,0.9,2.1,1.1
15,"CD316, Brooklyn",25,13,238,13,6,295,1.4,0.7,0.7,0.7,1.4,0.7
17,"CD317, Brooklyn",32,24,338,13,11,418,1.7,1.2,1.0,0.7,2.5,1.1
39,"CD318, Brooklyn",19,39,307,4,2,371,1.0,2.0,0.9,0.2,0.5,0.9
56,"CD355, Brooklyn",0,0,318,0,0,318,0.0,0.0,0.9,0.0,0.0,0.8
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",64,42,567,43,15,731,3.5,2.1,1.7,2.5,3.5,1.8
26,"CD402, Queens",80,27,323,65,10,505,4.3,1.4,1.0,3.7,2.3,1.3
68,"CD403, Queens",25,21,285,22,8,361,1.4,1.1,0.8,1.3,1.8,0.9
27,"CD404, Queens",40,21,228,11,15,315,2.2,1.1,0.7,0.6,3.5,0.8
28,"CD405, Queens",16,33,365,9,5,428,0.9,1.7,1.1,0.5,1.2,1.1
37,"CD406, Queens",13,27,488,16,2,546,0.7,1.4,1.4,0.9,0.5,1.4
49,"CD407, Queens",103,91,478,35,13,720,5.6,4.6,1.4,2.0,3.0,1.8
46,"CD408, Queens",30,48,273,10,11,372,1.6,2.4,0.8,0.6,2.5,0.9
65,"CD409, Queens",11,28,226,7,5,277,0.6,1.4,0.7,0.4,1.2,0.7
61,"CD410, Queens",12,30,307,5,10,364,0.6,1.5,0.9,0.3,2.3,0.9
47,"CD411, Queens",36,56,432,13,12,549,1.9,2.8,1.3,0.7,2.8,1.4
3,"CD412, Queens",78,68,509,26,19,700,4.2,3.4,1.5,1.5,4.4,1.8
66,"CD413, Queens",21,56,381,8,8,474,1.1,2.8,1.1,0.5,1.8,1.2
57,"CD414, Queens",45,21,261,15,14,356,2.4,1.1,0.8,0.9,3.2,0.9
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",0,0,5,1,0,6,0.0,0.0,0.0,0.1,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",80,34,421,18,9,562,4.3,1.7,1.2,1.0,2.1,1.4
34,"CD502, Staten Island",80,42,406,9,14,551,4.3,2.1,1.2,0.5,3.2,1.4
35,"CD503, Staten Island",193,40,353,22,41,649,10.4,2.0,1.0,1.3,9.4,1.6
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
