FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
39,"CD318, Brooklyn",59,109,1245,153,18,1584,0.7,1.2,1.0,0.7,0.8,0.9
56,"CD355, Brooklyn",0,1,11,14,0,26,0.0,0.0,0.0,0.1,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",210,233,2049,550,93,3135,2.5,2.5,1.6,2.4,4.1,1.9
26,"CD402, Queens",192,112,1824,520,49,2697,2.3,1.2,1.5,2.3,2.1,1.6
68,"CD403, Queens",63,119,1136,189,29,1536,0.8,1.3,0.9,0.8,1.3,0.9
27,"CD404, Queens",164,102,1169,192,51,1678,2.0,1.1,0.9,0.9,2.2,1.0
28,"CD405, Queens",62,159,1699,171,34,2125,0.8,1.7,1.4,0.8,1.5,1.3
37,"CD406, Queens",43,91,1053,201,12,1400,0.5,1.0,0.8,0.9,0.5,0.8
49,"CD407, Queens",543,399,2937,364,164,4407,6.6,4.3,2.3,1.6,7.2,2.6
46,"CD408, Queens",102,229,1189,185,25,1730,1.2,2.5,0.9,0.8,1.1,1.0
65,"CD409, Queens",32,95,1071,110,13,1321,0.4,1.0,0.9,0.5,0.6,0.8
61,"CD410, Queens",90,151,1272,102,39,1654,1.1,1.6,1.0,0.5,1.7,1.0
47,"CD411, Queens",228,273,1387,129,54,2071,2.8,3.0,1.1,0.6,2.4,1.2
3,"CD412, Queens",186,234,1989,307,62,2778,2.3,2.5,1.6,1.4,2.7,1.7
66,"CD413, Queens",98,212,1649,146,27,2132,1.2,2.3,1.3,0.6,1.2,1.3
57,"CD414, Queens",356,236,2667,277,93,3629,4.3,2.6,2.1,1.2,4.1,2.2
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",5,4,47,29,1,86,0.1,0.0,0.0,0.1,0.0,0.1
38,"CD482, Queens",0,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",338,124,1549,176,90,2277,4.1,1.3,1.2,0.8,3.9,1.4
34,"CD502, Staten Island",452,158,1662,139,170,2581,5.5,1.7,1.3,0.6,7.4,1.5
35,"CD503, Staten Island",509,131,1333,95,90,2158,6.2,1.4,1.1,0.4,3.9,1.3
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
