FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
58,"CD212, Bronx",32,25,286,25,14,382,1.8,1.2,0.9,1.4,4.1,1.0
33,"CD226, Bronx",1,0,3,0,0,4,0.1,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",85,100,800,40,6,1031,4.8,4.8,2.6,2.2,1.8,2.8
6,"CD302, Brooklyn",50,54,882,69,12,1067,2.8,2.6,2.8,3.8,3.5,2.9
14,"CD303, Brooklyn",53,119,854,38,3,1067,3.0,5.7,2.7,2.1,0.9,2.9
22,"CD304, Brooklyn",47,38,444,22,1,552,2.6,1.8,1.4,1.2,0.3,1.5
64,"CD305, Brooklyn",55,23,400,33,6,517,3.1,1.1,1.3,1.8,1.8,1.4
54,"CD306, Brooklyn",29,94,766,42,17,948,1.6,4.5,2.5,2.3,5.0,2.5
9,"CD307, Brooklyn",26,43,490,33,2,594,1.5,2.0,1.6,1.8,0.6,1.6
55,"CD308, Brooklyn",16,33,320,9,3,381,0.9,1.6,1.0,0.5,0.9,1.0
16,"CD309, Brooklyn",14,23,205,7,9,258,0.8,1.1,0.7,0.4,2.7,0.7
10,"CD310, Brooklyn",9,19,363,18,1,410,0.5,0.9,1.2,1.0,0.3,1.1
1,"CD311, Brooklyn",14,35,355,36,3,443,0.8,1.7,1.1,2.0,0.9,1.2
11,"CD312, Brooklyn",79,82,478,32,9,680,4.4,3.9,1.5,1.8,2.7,1.8
7,"CD313, Brooklyn",11,11,278,30,6,336,0.6,0.5,0.9,1.7,1.8,0.9
5,"CD314, Brooklyn",20,38,315,25,5,403,1.1,1.8,1.0,1.4,1.5,1.1
8,"CD315, Brooklyn",32,71,423,17,9,552,1.8,3.4,1.4,0.9,2.7,1.5
15,"CD316, Brooklyn",23,13,296,15,6,353,1.3,0.6,0.9,0.8,1.8,0.9
17,"CD317, Brooklyn",34,22,287,31,12,386,1.9,1.0,0.9,1.7,3.5,1.0
39,"CD318, Brooklyn",12,40,388,18,1,459,0.7,1.9,1.2,1.0,0.3,1.2
56,"CD355, Brooklyn",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",60,50,654,49,11,824,3.4,2.4,2.1,2.7,3.2,2.2
26,"CD402, Queens",50,26,494,43,15,628,2.8,1.2,1.6,2.4,4.4,1.7
68,"CD403, Queens",18,18,265,17,4,322,1.0,0.9,0.8,0.9,1.2,0.9
27,"CD404, Queens",30,22,240,7,3,302,1.7,1.0,0.8,0.4,0.9,0.8
28,"CD405, Queens",35,39,366,21,3,464,2.0,1.9,1.2,1.2,0.9,1.2
37,"CD406, Queens",9,18,306,12,1,346,0.5,0.9,1.0,0.7,0.3,0.9
49,"CD407, Queens",93,82,764,44,20,1003,5.2,3.9,2.4,2.4,5.9,2.7
46,"CD408, Queens",17,64,268,33,6,388,1.0,3.0,0.9,1.8,1.8,1.0
65,"CD409, Queens",16,17,236,6,3,278,0.9,0.8,0.8,0.3,0.9,0.7
61,"CD410, Queens",25,32,268,22,2,349,1.4,1.5,0.9,1.2,0.6,0.9
47,"CD411, Queens",51,67,416,19,13,566,2.9,3.2,1.3,1.0,3.8,1.5
3,"CD412, Queens",66,52,557,18,6,699,3.7,2.5,1.8,1.0,1.8,1.9
66,"CD413, Queens",17,42,435,9,5,508,1.0,2.0,1.4,0.5,1.5,1.4
57,"CD414, Queens",79,19,409,16,10,533,4.4,0.9,1.3,0.9,2.9,1.4
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",0,0,7,1,0,8,0.0,0.0,0.0,0.1,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",69,25,507,32,9,642,3.9,1.2,1.6,1.8,2.7,1.7
34,"CD502, Staten Island",85,45,462,14,9,615,4.8,2.1,1.5,0.8,2.7,1.6
35,"CD503, Staten Island",90,38,427,17,22,594,5.0,1.8,1.4,0.9,6.5,1.6
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
