FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
57,"CD414, Queens",47,22,413,11,12,505,2.6,1.1,1.3,0.9,3.7,1.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",0,0,18,0,0,18,0.0,0.0,0.1,0.0,0.0,0.0
38,"CD482, Queens",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",67,28,460,13,9,577,3.7,1.4,1.4,1.0,2.8,1.5
34,"CD502, Staten Island",80,37,416,8,12,553,4.4,1.9,1.3,0.6,3.7,1.4
35,"CD503, Staten Island",180,36,420,12,20,668,9.9,1.9,1.3,0.9,6.2,1.8
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
