FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
54,"CD306, Brooklyn",27,83,423,32,8,573,1.4,3.8,2.1,1.5,1.6,2.2
9,"CD307, Brooklyn",19,57,293,28,12,409,1.0,2.6,1.5,1.3,2.3,1.5
55,"CD308, Brooklyn",21,39,207,16,3,286,1.1,1.8,1.0,0.8,0.6,1.1
16,"CD309, Brooklyn",20,20,119,12,6,177,1.0,0.9,0.6,0.6,1.2,0.7
10,"CD310, Brooklyn",18,18,182,27,5,250,0.9,0.8,0.9,1.3,1.0,0.9
1,"CD311, Brooklyn",31,31,186,35,7,290,1.6,1.4,0.9,1.7,1.4,1.1
11,"CD312, Brooklyn",95,80,237,31,16,459,4.9,3.6,1.2,1.5,3.1,1.7
7,"CD313, Brooklyn",15,11,190,35,3,254,0.8,0.5,1.0,1.7,0.6,1.0
5,"CD314, Brooklyn",23,37,184,23,13,280,1.2,1.7,0.9,1.1,2.5,1.1
8,"CD315, Brooklyn",54,54,234,28,18,388,2.8,2.5,1.2,1.3,3.5,1.5
15,"CD316, Brooklyn",30,11,106,13,9,169,1.6,0.5,0.5,0.6,1.7,0.6
17,"CD317, Brooklyn",34,39,158,29,18,278,1.8,1.8,0.8,1.4,3.5,1.0
39,"CD318, Brooklyn",18,31,255,22,3,329,0.9,1.4,1.3,1.1,0.6,1.2
56,"CD355, Brooklyn",0,0,7,2,0,9,0.0,0.0,0.0,0.1,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",65,63,363,54,13,558,3.4,2.9,1.8,2.6,2.5,2.1
26,"CD402, Queens",46,36,305,53,22,462,2.4,1.6,1.5,2.5,4.3,1.7
68,"CD403, Queens",39,24,157,27,3,250,2.0,1.1,0.8,1.3,0.6,0.9
27,"CD404, Queens",41,25,124,16,13,219,2.1,1.1,0.6,0.8,2.5,0.8
28,"CD405, Queens",33,46,236,25,14,354,1.7,2.1,1.2,1.2,2.7,1.3
37,"CD406, Queens",8,12,200,17,7,244,0.4,0.5,1.0,0.8,1.4,0.9
49,"CD407, Queens",94,118,384,39,17,652,4.9,5.4,1.9,1.9,3.3,2.5
46,"CD408, Queens",23,56,191,31,17,318,1.2,2.6,1.0,1.5,3.3,1.2
65,"CD409, Queens",21,24,144,12,2,203,1.1,1.1,0.7,0.6,0.4,0.8
61,"CD410, Queens",15,31,222,26,9,303,0.8,1.4,1.1,1.3,1.7,1.1
47,"CD411, Queens",40,66,222,18,16,362,2.1,3.0,1.1,0.9,3.1,1.4
3,"CD412, Queens",47,64,402,46,14,573,2.4,2.9,2.0,2.2,2.7,2.2
66,"CD413, Queens",24,43,331,10,4,412,1.2,2.0,1.7,0.5,0.8,1.5
57,"CD414, Queens",53,21,225,20,14,333,2.8,1.0,1.1,1.0,2.7,1.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",0,2,15,5,0,22,0.0,0.1,0.1,0.2,0.0,0.1
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",71,27,287,31,13,429,3.7,1.2,1.4,1.5,2.5,1.6
34,"CD502, Staten Island",77,37,241,20,14,389,4.0,1.7,1.2,1.0,2.7,1.5
35,"CD503, Staten Island",166,24,207,11,15,423,8.6,1.1,1.0,0.5,2.9,1.6
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,
