FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
16,"CD309, Brooklyn",19,33,254,4,7,317,1.0,1.6,0.7,0.5,1.7,0.8
10,"CD310, Brooklyn",10,19,408,10,1,448,0.5,0.9,1.2,1.3,0.2,1.1
1,"CD311, Brooklyn",23,33,399,4,3,462,1.2,1.6,1.1,0.5,0.7,1.2
11,"CD312, Brooklyn",54,60,439,8,12,573,2.9,2.9,1.3,1.0,3.0,1.4
7,"CD313, Brooklyn",17,9,321,15,6,368,0.9,0.4,0.9,1.9,1.5,0.9
5,"CD314, Brooklyn",15,32,364,13,3,427,0.8,1.5,1.0,1.7,0.7,1.1
8,"CD315, Brooklyn",29,44,412,12,8,505,1.6,2.1,1.2,1.5,2.0,1.3
15,"CD316, Brooklyn",36,7,336,10,2,391,1.9,0.3,1.0,1.3,0.5,1.0
17,"CD317, Brooklyn",40,32,373,5,17,467,2.2,1.5,1.1,0.6,4.2,1.2
39,"CD318, Brooklyn",22,31,385,9,2,449,1.2,1.5,1.1,1.2,0.5,1.1
56,"CD355, Brooklyn",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",56,39,707,19,19,840,3.0,1.9,2.0,2.4,4.7,2.1
26,"CD402, Queens",34,27,477,21,11,570,1.8,1.3,1.4,2.7,2.7,1.4
68,"CD403, Queens",26,30,313,8,4,381,1.4,1.4,0.9,1.0,1.0,0.9
27,"CD404, Queens",32,25,296,3,3,359,1.7,1.2,0.8,0.4,0.7,0.9
28,"CD405, Queens",18,54,401,8,6,487,1.0,2.6,1.1,1.0,1.5,1.2
37,"CD406, Queens",11,26,343,13,0,393,0.6,1.2,1.0,1.7,0.0,1.0
49,"CD407, Queens",98,66,725,18,23,930,5.3,3.1,2.1,2.3,5.7,2.3
46,"CD408, Queens",31,69,437,6,7,550,1.7,3.3,1.2,0.8,1.7,1.4
65,"CD409, Queens",20,22,261,3,1,307,1.1,1.0,0.7,0.4,0.2,0.8
61,"CD410, Queens",29,33,295,4,4,365,1.6,1.6,0.8,0.5,1.0,0.9
47,"CD411, Queens",50,63,442,6,18,579,2.7,3.0,1.3,0.8,4.5,1.4
3,"CD412, Queens",82,55,719,13,10,879,4.4,2.6,2.1,1.7,2.5,2.2
66,"CD413, Queens",17,54,461,2,4,538,0.9,2.6,1.3,0.3,1.0,1.3
57,"CD414, Queens",52,29,413,7,9,510,2.8,1.4,1.2,0.9,2.2,1.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",1,0,14,0,0,15,0.1,0.0,0.0,0.0,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",86,29,571,12,15,713,4.6,1.4,1.6,1.5,3.7,1.8
34,"CD502, Staten Island",76,34,504,3,23,640,4.1,1.6,1.4,0.4,5.7,1.6
35,"CD503, Staten Island",139,29,533,9,22,732,7.5,1.4,1.5,1.2,5.5,1.8
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
