FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
26,"CD402, Queens",239,130,1543,252,58,2222,3.1,1.4,1.4,2.9,2.7,1.6
68,"CD403, Queens",108,103,855,80,28,1174,1.4,1.1,0.8,0.9,1.3,0.9
27,"CD404, Queens",174,97,734,66,38,1109,2.2,1.0,0.7,0.8,1.8,0.8
28,"CD405, Queens",109,212,1337,91,25,1774,1.4,2.3,1.2,1.0,1.2,1.3
37,"CD406, Queens",31,111,1023,73,14,1252,0.4,1.2,1.0,0.8,0.7,0.9
49,"CD407, Queens",453,420,2056,161,113,3203,5.8,4.5,1.9,1.8,5.3,2.4
46,"CD408, Queens",119,273,979,127,54,1552,1.5,2.9,0.9,1.5,2.5,1.1
65,"CD409, Queens",46,116,873,75,32,1142,0.6,1.3,0.8,0.9,1.5,0.8
61,"CD410, Queens",61,123,928,72,25,1209,0.8,1.3,0.9,0.8,1.2,0.9
47,"CD411, Queens",184,305,1069,63,65,1686,2.4,3.3,1.0,0.7,3.1,1.2
3,"CD412, Queens",238,277,1865,159,61,2600,3.1,3.0,1.7,1.8,2.9,1.9
66,"CD413, Queens",92,227,1495,37,17,1868,1.2,2.4,1.4,0.4,0.8,1.4
57,"CD414, Queens",225,119,1249,82,56,1731,2.9,1.3,1.2,0.9,2.6,1.3
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",2,3,36,20,0,61,0.0,0.0,0.0,0.2,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",325,148,1377,91,66,2007,4.2,1.6,1.3,1.0,3.1,1.5
34,"CD502, Staten Island",357,148,1164,64,76,1809,4.6,1.6,1.1,0.7,3.6,1.3
35,"CD503, Staten Island",594,151,969,60,76,1850,7.6,1.6,0.9,0.7,3.6,1.4
12,"CD595, Staten Island",0,0,5,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,
